source,target,value
inj_falls,N31,0.5054705
inj_homicide_gun,N31,0.0056944
inj_foreign_eye,N31,0.0748439
inj_foreign_aspiration,N31,112.9166
inj_trans_road_2wheel,N31,0.0211328
inj_homicide_knife,N31,0.067387
inj_homicide_other,N31,0.731527
inj_animal_venom,N31,0.0592385
inj_mech_other,N31,0.0492262
inj_trans_other,N31,3.474046
inj_foreign_other,N31,3.42016
inj_trans_road_pedest,N31,0.5781033
inj_trans_road_4wheel,N31,0.2000647
inj_fires,N31,0.1801892
inj_mech_gun,N31,0.008481
inj_trans_road_2wheel,N32,0.0317506
inj_trans_road_pedest,N32,0.3164375
inj_suicide,N32,0.1224857
inj_mech_suffocate,N32,0.0824991
inj_foreign_eye,N32,1.514063
inj_animal_venom,N32,0.0378139
inj_homicide_knife,N32,0.0254227
inj_foreign_other,N32,302.7468
inj_trans_road_pedal,N32,0.0390211
inj_drowning,N32,0.0690595
inj_trans_road_other,N32,0.0235675
inj_homicide_other,N32,0.087329
inj_poisoning,N32,0.1203215
inj_othunintent,N32,0.5711747
inj_fires,N32,0.1669388
inj_animal_nonven,N32,0.0163477
inj_homicide_gun,N32,0.0033102
inj_mech_gun,N32,0.0030344
inj_trans_road_4wheel,N32,0.1109863
inj_falls,N32,0.2908178
inj_foreign_aspiration,N32,15.86383
inj_mech_other,N32,0.047308
inj_trans_other,N32,2.381297
inj_trans_other,N33,0.0033443
inj_animal_venom,N33,0.0004624
inj_othunintent,N33,0.0241526
inj_animal_nonven,N33,0.0008292
inj_suicide,N33,0.003844
inj_falls,N33,0.3162834
inj_homicide_gun,N33,0.0063669
inj_poisoning,N33,0.0236323
inj_fires,N33,0.006073
inj_homicide_other,N33,0.012253
inj_trans_road_pedal,N33,0.0633552
inj_trans_road_4wheel,N33,0.5726396
inj_mech_other,N33,0.0192631
inj_drowning,N33,0.0054746
inj_homicide_knife,N33,0.0024835
inj_foreign_eye,N33,0.0003984
inj_trans_road_pedest,N33,0.1524397
inj_foreign_other,N33,0.0005242
inj_trans_road_other,N33,0.0829741
inj_mech_suffocate,N33,0.0097236
inj_foreign_aspiration,N33,0.0035031
inj_mech_gun,N33,0.0133147
inj_trans_road_2wheel,N33,0.0559032
inj_poisoning,N34,0.09333
inj_trans_other,N34,0.0076433
inj_homicide_knife,N34,0.0357295
inj_trans_road_pedest,N34,1.454489
inj_mech_other,N34,3.999268
inj_fires,N34,3.41843
inj_homicide_gun,N34,0.0059965
inj_foreign_other,N34,0.0024151
inj_animal_nonven,N34,0.3834964
inj_animal_venom,N34,0.0005304
inj_mech_suffocate,N34,0.0554832
inj_trans_road_pedal,N34,0.6040978
inj_trans_road_other,N34,0.2355415
inj_mech_gun,N34,0.0346677
inj_foreign_eye,N34,0.0045421
inj_foreign_aspiration,N34,0.0006999
inj_trans_road_2wheel,N34,0.571226
inj_falls,N34,6.673525
inj_othunintent,N34,0.5035849
inj_homicide_other,N34,0.4252337
inj_trans_road_4wheel,N34,3.876868
inj_suicide,N34,0.0740417
inj_drowning,N34,0.0147514
inj_drowning,N35,11.61809
inj_mech_suffocate,N35,0.0409615
inj_mech_gun,N35,0.0001447
inj_homicide_gun,N35,0.0001058
inj_animal_nonven,N35,0.0024065
inj_foreign_other,N35,0.0169049
inj_mech_other,N35,0.0279878
inj_poisoning,N35,0.0327965
inj_othunintent,N35,0.4287229
inj_trans_road_pedal,N35,0.0042645
inj_suicide,N35,0.0694238
inj_trans_road_other,N35,0.0032179
inj_trans_road_4wheel,N35,0.1024501
inj_animal_venom,N35,0.0038359
inj_homicide_knife,N35,0.0014203
inj_falls,N35,0.0468233
inj_homicide_other,N35,0.0371632
inj_trans_road_2wheel,N35,0.0135828
inj_trans_other,N35,0.13786
inj_trans_road_pedest,N35,0.0569356
inj_fires,N35,0.2841621
inj_foreign_aspiration,N35,0.0687954
inj_trans_road_pedal,N36,0.0057376
inj_foreign_aspiration,N36,0.2562406
inj_homicide_other,N36,0.0175456
inj_falls,N36,0.0289998
inj_drowning,N36,0.0577194
inj_homicide_knife,N36,0.0001877
inj_mech_gun,N36,0.0042717
inj_homicide_gun,N36,4.88E-06
inj_mech_suffocate,N36,2.513033
inj_animal_nonven,N36,0.000931
inj_othunintent,N36,0.2345013
inj_trans_road_other,N36,0.0057376
inj_fires,N36,0.1061978
inj_foreign_other,N36,0.1385475
inj_suicide,N36,0.0679138
inj_trans_road_pedest,N36,0.0115624
inj_poisoning,N36,0.038058
inj_mech_other,N36,0.0024533
inj_animal_venom,N36,0.0023
inj_trans_road_2wheel,N36,0.0106542
inj_trans_road_4wheel,N36,0.0095219
inj_trans_other,N36,0.0515132
inj_homicide_gun,N37,0.0026834
inj_trans_other,N37,0.1179849
inj_mech_other,N37,2.524172
inj_trans_road_pedal,N37,0.8901591
inj_trans_road_2wheel,N37,0.5409204
inj_animal_nonven,N37,0.0241467
inj_foreign_aspiration,N37,0.0057636
inj_trans_road_other,N37,0.0908872
inj_trans_road_4wheel,N37,2.28077
inj_poisoning,N37,0.0061911
inj_homicide_other,N37,0.018428
inj_mech_gun,N37,0.014806
inj_homicide_knife,N37,0.0073276
inj_falls,N37,1.383113
inj_othunintent,N37,0.6008888
inj_suicide,N37,0.0178922
inj_foreign_eye,N37,0.036198
inj_foreign_other,N37,0.0794769
inj_trans_road_pedest,N37,1.984765
inj_fires,N37,0.1349627
inj_drowning,N37,0.0334908
inj_mech_suffocate,N37,0.030285
inj_animal_venom,N37,0.0043771
inj_trans_road_other,N38,0.0290443
inj_trans_road_pedest,N38,0.8462104
inj_homicide_other,N38,0.1971331
inj_fires,N38,0.1501915
inj_animal_nonven,N38,0.0409212
inj_foreign_other,N38,0.2232801
inj_foreign_aspiration,N38,0.0721305
inj_trans_road_4wheel,N38,1.484554
inj_falls,N38,1.118831
inj_suicide,N38,0.0437152
inj_drowning,N38,0.0692165
inj_trans_road_2wheel,N38,0.2696043
inj_mech_suffocate,N38,0.0057944
inj_trans_road_pedal,N38,0.2041949
inj_homicide_knife,N38,0.0704421
inj_animal_venom,N38,0.0154478
inj_mech_gun,N38,0.2517322
inj_trans_other,N38,1.553314
inj_poisoning,N38,0.0173545
inj_homicide_gun,N38,0.0823295
inj_mech_other,N38,0.7779385
inj_foreign_eye,N38,0.0429738
inj_othunintent,N38,5.549954
inj_trans_road_other,N39,0.066083
inj_animal_venom,N39,0.3873564
inj_mech_other,N39,105.797
inj_trans_road_2wheel,N39,1.448761
inj_mech_suffocate,N39,2.412891
inj_fires,N39,56.1365
inj_mech_gun,N39,9.728599
inj_homicide_knife,N39,0.585052
inj_suicide,N39,0.0489801
inj_animal_nonven,N39,1.035079
inj_othunintent,N39,149.1273
inj_poisoning,N39,0.074576
inj_foreign_other,N39,1.60989
inj_foreign_aspiration,N39,0.1628571
inj_falls,N39,25.31293
inj_trans_road_pedal,N39,2.896085
inj_drowning,N39,0.0669368
inj_trans_other,N39,3.165879
inj_trans_road_pedest,N39,3.222445
inj_trans_road_4wheel,N39,16.52933
inj_homicide_gun,N39,0.2008293
inj_homicide_other,N39,6.215107
inj_foreign_eye,N39,52.12413
inj_homicide_knife,N4,0.0092884
inj_poisoning,N4,0.0077501
inj_trans_road_2wheel,N4,0.3136328
inj_homicide_gun,N4,0.0015353
inj_animal_nonven,N4,0.0081931
inj_foreign_aspiration,N4,0.0266801
inj_trans_road_pedal,N4,0.1049301
inj_animal_venom,N4,0.007752
inj_drowning,N4,0.1012822
inj_foreign_other,N4,0.0156835
inj_othunintent,N4,0.24442
inj_trans_road_pedest,N4,1.32802
inj_mech_suffocate,N4,0.0046366
inj_trans_other,N4,0.3087658
inj_trans_road_4wheel,N4,0.2329501
inj_mech_gun,N4,0.0045641
inj_trans_road_other,N4,0.0234399
inj_falls,N4,0.8435182
inj_fires,N4,0.110012
inj_suicide,N4,0.0545504
inj_homicide_other,N4,0.0373539
inj_mech_other,N4,0.1654602
inj_foreign_eye,N4,0.0003896
inj_trans_other,N40,22.49772
inj_homicide_gun,N40,6.77589
inj_trans_road_2wheel,N40,119.673
inj_mech_gun,N40,13.77446
inj_suicide,N40,2.018145
inj_trans_road_pedest,N40,147.9998
inj_poisoning,N40,0.4464546
inj_foreign_aspiration,N40,0.2644741
inj_falls,N40,476.9648
inj_mech_other,N40,442.6456
inj_mech_suffocate,N40,20.06172
inj_trans_road_pedal,N40,181.4816
inj_animal_nonven,N40,402.3459
inj_homicide_other,N40,55.68926
inj_fires,N40,24.24493
inj_foreign_eye,N40,0.4534537
inj_trans_road_other,N40,3.595136
inj_othunintent,N40,468.8133
inj_animal_venom,N40,8.164352
inj_trans_road_4wheel,N40,494.3056
inj_drowning,N40,0.4843061
inj_foreign_other,N40,154.6665
inj_homicide_knife,N40,18.62231
inj_mech_other,N41,1.00277
inj_trans_road_pedal,N41,0.431365
inj_suicide,N41,24.79359
inj_animal_venom,N41,31.10794
inj_mech_gun,N41,0.49539
inj_homicide_other,N41,6.476605
inj_trans_other,N41,5.47273
inj_falls,N41,4.687331
inj_animal_nonven,N41,1.832846
inj_foreign_other,N41,12.23362
inj_trans_road_other,N41,0.07993
inj_trans_road_pedest,N41,3.608517
inj_poisoning,N41,141.4246
inj_trans_road_4wheel,N41,1.67038
inj_fires,N41,18.51351
inj_othunintent,N41,128.5138
inj_homicide_gun,N41,1.004812
inj_trans_road_2wheel,N41,0.4044298
inj_drowning,N41,0.4932364
inj_homicide_knife,N41,0.1745828
inj_foreign_eye,N41,0.0569247
inj_mech_suffocate,N41,0.8035065
inj_foreign_aspiration,N41,1.401749
inj_mech_suffocate,N42,0.1941354
inj_animal_venom,N42,0.0531066
inj_mech_gun,N42,0.1815806
inj_foreign_aspiration,N42,0.2183724
inj_trans_road_pedal,N42,0.8539543
inj_trans_road_4wheel,N42,5.777164
inj_trans_road_other,N42,0.2020011
inj_homicide_knife,N42,0.233875
inj_trans_road_2wheel,N42,0.7226194
inj_poisoning,N42,0.0243304
inj_foreign_other,N42,0.2138737
inj_trans_other,N42,0.9546196
inj_drowning,N42,0.0335603
inj_falls,N42,2.428454
inj_foreign_eye,N42,0.0018997
inj_homicide_other,N42,0.135814
inj_homicide_gun,N42,0.1541683
inj_trans_road_pedest,N42,2.401444
inj_mech_other,N42,0.7765782
inj_fires,N42,0.5894079
inj_animal_nonven,N42,0.1023703
inj_othunintent,N42,2.993599
inj_suicide,N42,0.0685203
inj_trans_road_4wheel,N43,7.003945
inj_animal_nonven,N43,0.7444714
inj_foreign_eye,N43,0.4879533
inj_mech_other,N43,10.57974
inj_mech_suffocate,N43,0.3313915
inj_suicide,N43,0.1500863
inj_foreign_other,N43,4.313397
inj_trans_road_pedest,N43,11.35136
inj_foreign_aspiration,N43,0.1602017
inj_poisoning,N43,0.364016
inj_fires,N43,31.0855
inj_othunintent,N43,27.85184
inj_homicide_knife,N43,0.3691629
inj_homicide_other,N43,0.4465306
inj_drowning,N43,0.1265594
inj_falls,N43,6.009019
inj_trans_other,N43,1.492602
inj_mech_gun,N43,0.8992386
inj_trans_road_pedal,N43,0.9057049
inj_animal_venom,N43,0.9515174
inj_trans_road_other,N43,0.265559
inj_trans_road_2wheel,N43,1.870731
inj_homicide_gun,N43,0.1922227
inj_homicide_other,N44,13.87454
inj_mech_gun,N44,3.922199
inj_animal_nonven,N44,2.548648
inj_foreign_aspiration,N44,0.0253688
inj_drowning,N44,0.2586774
inj_trans_road_pedal,N44,37.96192
inj_trans_road_other,N44,2.975022
inj_suicide,N44,0.2620422
inj_foreign_eye,N44,0.0663143
inj_mech_suffocate,N44,5.582469
inj_falls,N44,178.1688
inj_homicide_gun,N44,2.353776
inj_mech_other,N44,305.9936
inj_trans_road_4wheel,N44,213.4654
inj_trans_other,N44,29.23078
inj_animal_venom,N44,2.789103
inj_othunintent,N44,179.1716
inj_foreign_other,N44,5.733462
inj_trans_road_pedest,N44,57.38864
inj_homicide_knife,N44,1.350342
inj_fires,N44,5.488583
inj_trans_road_2wheel,N44,9.079794
inj_poisoning,N44,0.1855788
inj_trans_road_other,N45,0.0032334
inj_mech_suffocate,N45,0.1392278
inj_homicide_gun,N45,0.0212917
inj_trans_road_pedal,N45,0.0120393
inj_foreign_aspiration,N45,0.0361413
inj_foreign_eye,N45,0.0596625
inj_trans_road_2wheel,N45,0.068861
inj_falls,N45,0.387152
inj_trans_road_4wheel,N45,0.2150335
inj_suicide,N45,0.0238007
inj_mech_gun,N45,1.08496
inj_homicide_other,N45,0.0429895
inj_poisoning,N45,0.0970196
inj_homicide_knife,N45,0.0046493
inj_animal_venom,N45,0.0256742
inj_fires,N45,46.67699
inj_animal_nonven,N45,0.011193
inj_othunintent,N45,49.15663
inj_drowning,N45,0.126893
inj_trans_road_pedest,N45,0.1797657
inj_trans_other,N45,0.343973
inj_foreign_other,N45,0.0612636
inj_mech_other,N45,0.1269529
inj_medical,N46,565.0865
inj_mech_other,N46,1.046982
inj_trans_road_2wheel,N46,0.5179419
inj_homicide_other,N46,0.3627028
inj_foreign_eye,N46,1.916827
inj_mech_gun,N46,0.1117614
inj_mech_suffocate,N46,0.0146051
inj_fires,N46,2.430605
inj_othunintent,N46,26.32532
inj_trans_other,N46,2.396521
inj_trans_road_4wheel,N46,1.712459
inj_falls,N46,12.36694
inj_drowning,N46,0.2389264
inj_foreign_other,N46,1.049239
inj_animal_nonven,N46,0.1186897
inj_foreign_aspiration,N46,0.621762
inj_homicide_gun,N46,0.0232926
inj_poisoning,N46,0.2722334
inj_trans_road_pedal,N46,0.372087
inj_trans_road_other,N46,0.2292072
inj_trans_road_pedest,N46,7.248368
inj_suicide,N46,0.3642015
inj_animal_venom,N46,0.2183902
inj_homicide_knife,N46,0.0967942
inj_trans_road_4wheel,N47,387.7663
inj_suicide,N47,0.3137298
inj_mech_suffocate,N47,17.91515
inj_trans_road_other,N47,4.479459
inj_animal_nonven,N47,97.09203
inj_foreign_eye,N47,0.0731919
inj_trans_road_pedal,N47,25.58595
inj_fires,N47,13.07914
inj_animal_venom,N47,13.34971
inj_homicide_knife,N47,3.111678
inj_foreign_aspiration,N47,0.0909919
inj_poisoning,N47,0.1650245
inj_falls,N47,253.2633
inj_homicide_other,N47,21.0115
inj_trans_other,N47,7.631042
inj_drowning,N47,0.1825503
inj_othunintent,N47,280.535
inj_foreign_other,N47,2.446202
inj_mech_other,N47,306.222
inj_mech_gun,N47,7.422725
inj_trans_road_pedest,N47,55.39852
inj_homicide_gun,N47,2.46229
inj_trans_road_2wheel,N47,25.66054
inj_trans_road_2wheel,N48,31.7147
inj_animal_nonven,N48,1.090996
inj_suicide,N48,0.2817462
inj_foreign_other,N48,0.531607
inj_trans_other,N48,0.818223
inj_homicide_knife,N48,2.786637
inj_drowning,N48,0.2536937
inj_trans_road_pedal,N48,46.17188
inj_foreign_aspiration,N48,0.0811432
inj_animal_venom,N48,2.445486
inj_homicide_other,N48,22.68875
inj_mech_gun,N48,2.792017
inj_trans_road_other,N48,4.855027
inj_trans_road_4wheel,N48,430.5997
inj_mech_other,N48,17.24206
inj_fires,N48,76.28363
inj_homicide_gun,N48,2.873952
inj_poisoning,N48,0.0880729
inj_trans_road_pedest,N48,137.9667
inj_mech_suffocate,N48,1.290349
inj_othunintent,N48,68.15865
inj_foreign_eye,N48,0.0425156
inj_falls,N48,120.7779
inj_foreign_aspiration,N5,0.000363
inj_trans_road_pedal,N5,0.0042444
inj_trans_road_4wheel,N5,0.134039
inj_mech_other,N5,0.0528517
inj_foreign_other,N5,0.0098132
inj_fires,N5,0.0049641
inj_trans_road_2wheel,N5,0.0180466
inj_homicide_other,N5,0.0021896
inj_animal_venom,N5,0.0003924
inj_homicide_gun,N5,0.0011385
inj_mech_gun,N5,0.0020827
inj_trans_road_pedest,N5,0.0821897
inj_othunintent,N5,0.0304009
inj_drowning,N5,0.0017263
inj_suicide,N5,0.0145236
inj_trans_other,N5,0.118162
inj_falls,N5,0.064006
inj_trans_road_other,N5,0.0023306
inj_poisoning,N5,0.0021106
inj_animal_nonven,N5,0.0068403
inj_homicide_knife,N5,0.0077782
inj_foreign_other,N6,0.3133554
inj_trans_road_pedal,N6,0.0353806
inj_fires,N6,0.0594539
inj_animal_nonven,N6,0.0360526
inj_homicide_knife,N6,0.0478179
inj_trans_road_pedest,N6,0.0433078
inj_mech_other,N6,5.755262
inj_suicide,N6,0.0132948
inj_animal_venom,N6,0.0013061
inj_falls,N6,0.1388389
inj_trans_road_2wheel,N6,0.0762799
inj_trans_road_4wheel,N6,0.1961706
inj_homicide_other,N6,0.0127934
inj_mech_suffocate,N6,0.3417236
inj_poisoning,N6,0.0184403
inj_homicide_gun,N6,0.0004504
inj_trans_road_other,N6,0.0449067
inj_foreign_aspiration,N6,0.0015898
inj_drowning,N6,0.0013982
inj_othunintent,N6,2.123816
inj_trans_other,N6,0.0810658
inj_mech_gun,N6,0.056322
inj_trans_road_2wheel,N7,0.1372102
inj_trans_road_pedal,N7,0.181587
inj_fires,N7,0.0065125
inj_othunintent,N7,0.0465024
inj_drowning,N7,0.0011099
inj_animal_nonven,N7,0.0189359
inj_suicide,N7,0.0036471
inj_homicide_other,N7,0.0045364
inj_homicide_gun,N7,0.0006451
inj_mech_other,N7,0.2057005
inj_foreign_aspiration,N7,0.0023477
inj_trans_road_other,N7,0.0035818
inj_animal_venom,N7,0.0034118
inj_falls,N7,0.1263966
inj_trans_road_pedest,N7,0.150292
inj_trans_road_4wheel,N7,0.0568999
inj_trans_other,N7,0.116653
inj_mech_gun,N7,0.0646428
inj_foreign_other,N7,0.0205778
inj_poisoning,N7,0.0007189
inj_homicide_knife,N7,0.0046375
inj_trans_road_pedest,N8,2.145405
inj_homicide_gun,N8,0.0312172
inj_homicide_other,N8,1.043425
inj_foreign_other,N8,0.141151
inj_homicide_knife,N8,0.0441512
inj_trans_other,N8,3.883
inj_animal_venom,N8,0.1415981
inj_mech_suffocate,N8,0.014982
inj_animal_nonven,N8,0.0762247
inj_foreign_aspiration,N8,0.042594
inj_trans_road_2wheel,N8,2.34787
inj_trans_road_pedal,N8,0.3304969
inj_mech_other,N8,1.955477
inj_suicide,N8,0.2424803
inj_poisoning,N8,0.7844124
inj_trans_road_4wheel,N8,2.497584
inj_fires,N8,36.98645
inj_drowning,N8,0.1505146
inj_falls,N8,2.576952
inj_trans_road_other,N8,0.0453426
inj_mech_gun,N8,0.3400907
inj_foreign_eye,N8,0.020732
inj_othunintent,N8,12.73959
inj_falls,N9,0.2360928
inj_homicide_other,N9,0.0842938
inj_mech_gun,N9,0.0134916
inj_mech_other,N9,0.2272731
inj_homicide_knife,N9,0.0044845
inj_foreign_aspiration,N9,0.0192676
inj_trans_road_pedest,N9,0.70541
inj_othunintent,N9,0.5242604
inj_trans_other,N9,0.0205999
inj_fires,N9,11.87678
inj_drowning,N9,0.0257811
inj_foreign_other,N9,0.0066387
inj_trans_road_pedal,N9,0.3943591
inj_foreign_eye,N9,0.0026408
inj_poisoning,N9,0.0274518
inj_homicide_gun,N9,0.0008672
inj_trans_road_other,N9,0.0174977
inj_suicide,N9,0.1069209
inj_animal_nonven,N9,0.0205679
inj_trans_road_4wheel,N9,0.0761168
inj_animal_venom,N9,0.0554819
inj_trans_road_2wheel,N9,0.2227452
